NO,TANGGAL REGISTRASI,KODE KLINIK,STATUS,NAMA KLINIK,ALAMAT,KELURAHAN,KECAMATAN,PUSKESMAS,NOMOR IZIN OPERASIONAL KLINIK,TANGGAL IJIN TERBIT,TANGGAL IJIN BERAKHIR,NAMA PENANGGUNGJAWAB,JENIS KLINIK (KECANTIKAN/NON KECANTIKAN),JENIS PELAYANAN,JENIS KLINIK,KAB/KOTA,PROVINSI,"KHUSUS KLINIK YANG DIMILIKI KEMENTERIAN/LEMBAGA, 
ISIKAN DI KOLOM INI DENGAN NAMA KEMENTERIAN/LEMBAGANYA",KERJASAMA BPJS,SURVEI AKREDITASI ,KODE FASYANKES,LPA,STATUS AKREDITASI SAAT INI,NO. SERTIFIKAT AKREDITASI,MASA BERLAKU AKREDITASI,RENCANA SURVEI AKREDITASI (TAHUN),RENCANA SURVEI AKREDITASI (BULAN),SUMBER PENDANAAN,LOGIN KE APLIKASI DFO,LOGIN KE APLIKASI MUTUFASYANKES,LOGIN KE APLIKASI ASPAK,LOGIN KE APLIKASI SISDMK,KETERANGAN,,,,,,,,,,,,,
123,24-11-2021,1234879,Aktif,KLINIK UTAMA PERMATA,"JL. MAYJEND SUTOYO S NO. 962 A, SEMARANG",Pekunden,Semarang Tengah,Miroto,9.12021E+16,"Sunday, October 2, 2022","Saturday, October 2, 2027","dr. Mochamad Abdul Hakam,SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300123,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/17730/2023,08 Desember 2023 s.d 08 Desember 2028 ,2023,DESEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
124,24-11-2021,1237749,Aktif,KLINIK UTAMA ERLANGGA,"JL. ERLANGGA RAYA NO. 39 RT 4 RW 4, PLEBURAN, SEMARANG SELATAN",Pleburan,Semarang Selatan,Pandanaran,445.5/10/DPM-PTSP/IKSS.10/XII/2020,21/12/2020,21/12/2025,"dr. Eka Chandra Herlina,MREP,Sc,SpOG",Obsgyn,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,25-11-2021,1237640,Aktif,KLINIK GIGI NADIRA MT. HARYONO,JL. MT. HARYONO NO 693 SEMARANG,Wonodri,Semarang Selatan,Pandanaran,9.1203E+16,15/08/2022,15/08/2027,"drg. Yoeliani Budisidharta,Sp.Perio",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,25-11-2021,1236369,Aktif,KLINIK GIGI NADIRA TUSAM,JL. TUSAM TIMUR NO 34 PEDALANGAN BANYUMANIK SEMARANG,Pedalangan,Banyumanik,Padangsari,9.1203E+16,"Friday, February 12, 2021","Thursday, February 12, 2026","drg. Dyah Perwitasari, SpKGA",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,26-11-2021,1234914,Aktif,KLINIK UTAMA CENTRUM,JL. PUSPONJOLO BARAT NO. 14 RT. 07 RW.01 KEL. CABEAN KEC. SEMARANG BARAT SEMARANG,Cabean,Semarang Barat,Karangayu,:81200130726290000,"Friday, April 8, 2022","Thursday, April 8, 2027","dr. Syaifun Niam, SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,27-11-2021,1234884,Aktif,KLINIK PRATAMA PANDU SEHAT,JL. CINDE SELATAN 29 RT 8 RW 8 JOMBLANG CANDISARI SEMARANG,Jomblang,Candisari,Candilama,1.281E+16,"Tuesday, June 7, 2022","Monday, June 7, 2027",dr. Niluh Putu Ratih Restiti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300128,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/14102/2023,11 November 2023 s.d 11 November 2028,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
129,01-12-2021,1234970,Aktif,GRACIA SKIN CLINIC,JL. PANDANARAN I NO. 29 A SEMARANG,Pekunden,Semarang Tengah,Miroto,9.1203E+16,14/04/2022,14/04/2027,"dr. Diah Adriani Malik, Sp.KK(K), FINSDV",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300129,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/3629/2024,29 Desember 2023 s.d 29 Desember 2028 ,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
130,02-12-2021,1234889,Aktif,SEBY CLINIC DR UNDANG DERMATOLOGY &  AESTHETICS,"JL. TAMAN GEDUNG BATU NO. 26 RT 04 RW 05 NGEMPLAK SIMONGAN, SEMARANG BARAT, SEMARANG 50148",Ngemplak Simongan,Semarang Barat,Ngemplak Simongan,445.5/11/DPM-PTSP/IKSS.11/VII/2021,13/07/2021,13/07/2026,"dr. Carissa Adriana,SpDV",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,14-12-2021,1237356,Aktif,KLINIK PRATAMA PEGADAIAN PERMATA,"JL. KI MANGUNSARKORO NO. 7, KARANGKIDUL, SEMARANG TENGAH, SEMARANG, JAWA TENGAH",Karangkidul,Semarang Tengah,Miroto,1.22E+16,"Sunday, September 12, 2021","Saturday, September 12, 2026",dr.Arifianto,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,05-01-2022,1237296,Aktif,KLINIK PRATAMA UIN WALISONGO SEMARANG,JL. WALISONGO NO. 3-5 SEMARANG,Tambakaji,Ngaliyan,Tambakaji,445.5/36/DPM-PTSP/IPMDS.36/VIII/2020,"Friday, May 8, 2020","Thursday, May 8, 2025",dr. Sri Hartiningsih,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,UIN Walisongo Semarang,Ya,YA,33740300132,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/12981/2023,23 Oktober 2023 s.d 23 Oktober 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
133,05-01-2022,1235129,Aktif,KLINIK KUSMI CERIA,JL. LIGU TENGAH 1089 SEMARANG,Sarirejo,Semarang Timur,Halmahera,4.0921E+15,13/12/2021,13/12/2026,"DR.dr.Kusmijati Tjahyono,Mkes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300133,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/10330/2023,11 September 2023 s.d 11 September 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
134,06-01-2022,1235224,Aktif,KLINIK SATU SEHAT,"JALAN S. PARMAN NO. 1A, KELURAHAN BENDUNGAN, KECAMATAN GAJAHMUNGKUR, KOTA SEMARANG",Bendungan,Gajahmungkur,Pegandan,2.3401E+15,14/12/2021,14/12/2026,dr.Arinta,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,20-01-2022,1237750,Aktif,KLINIK PRATAMA SEHATQU,"JLN. TUSAM TIMUR RAYA NO.35, PEDALANGAN, BANYUMANIK, SEMARANG, JAWA TENGAH",Pedalangan,Banyumanik,Padangsari,1.264E+16,"Sunday, September 12, 2021","Saturday, September 12, 2026",dr.Walusiana,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300135,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),UTAMA,YM.02.01/D/17513/2023,30 November 2023 s.d 30 November 2028 ,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
136,21-01-2022,1237362,Aktif,KLINIK GUNUNG MURIA MEDICA,JALAN WOLTERMONGINSIDI NO 91 B,Tlogosari Wetan,Pedurungan,Tlogosari Wetan,9.12021E+16,28/09/2021,28/09/2026,drg. Serly,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300136,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/11059/2023,01 Oktober 2023 s.d 01 Oktober 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
137,10-02-2022,1237995,Aktif,KLINIK PRATAMA AL SIHAD,"JL. K. ZAINUDIN RAYA RT. 09/RW.02, KEL. KARANGROTO, KEC. GENUK, KOTA SEMARANG",Karangroto,Genuk,Genuk,9.1203E+16,23/08/2023,23/08/2028,dr. Farah Riana,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,06-03-2022,1237975,Aktif,KLINIK PRATAMA POLTEKKES KEMENKES SEMARANG,"JL. TIRTO AGUNG, PEDALANGAN, BANYUMANIK, SEMARANG",Pedalangan,Banyumanik,Padangsari,445.5/14/DPM-PTSP/IPMDS.14/III/2020,24/03/2020,24/03/2025,dr. Sri Hastuti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,POLTEKKES KEMENKES SEMARANG,Ya,YA,33740300138,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/18130/2023,02 Desember 2023 s.d 02 Desember 2028 ,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
139,07-03-2022,1237426,Aktif,ZAP SEMARANG GAJAH MADA,"JL. GAJAHMADA NO 148, BRUMBUNGAN, SEMARANG",Brumbungan,Semarang Tengah,Miroto,445.5/13/DPM-PTSP/IKSS.13/XI/2019,28/11/2019,28/11/2024,"dr.Galih Sari Damayanti,SpKK",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,12-03-2022,1237051,Aktif,KLINIK PRATAMA SUPER SKIN,"JL. PAMULARSIH RAYA NO. 84, KELURAHAN BONGSARI, KECAMATAN SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH, 50149",Bongsari,Semarang Barat,Karangayu,445.5/10/DPM-PTSP/IPMDS.10/IV/2021,"Thursday, April 1, 2021","Wednesday, April 1, 2026",dr. Clara Marcelia Valerian,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,12-03-2022,1237214,Aktif,KLINIK PRATAMA SUPER SKIN,"JL. FATMAWATI NO. 90 SEMARANG, KECAMATAN PEDURUNGAN, JAWA TENGAH",Pedurungan Kidul,Pedurungan,Tlogosari Wetan,91202073025910033,"Monday, June 26, 2023","Monday, June 26, 2028",dr.Fetty Yulita,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,15-03-2022,1236053,Aktif,KLINIK PRATAMA RAHMATIKA,JL. PENGKOL RT 05/ RW 01 KEL MANGUNSARI KEC GUNUNG PATI SEMARANG,Mangunsari,Gunungpati,Gunungpati,445.5/30/DPM-PTSP/IPMDS.30/VI/2020,29/06/2020,29/06/2025,"dr. Tuti Hapsari Pujadi, MKes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,17-03-2022,1237482,Aktif,KLINIK KIMIA FARMA CITARUM,"JL. CITARUM NO. 60, KELURAHAN MLATIBARU, KEC. SEMARANG TIMUR, KOTA SEMARANG, PROVINSI JAWA TENGAH, KODE POS: 50122",Mlati Baru,Semarang Timur,Karangdoro,8.12021E+16,17/12/2021,17/12/2026,dr.Andreas Yudi Prasetyo Djajadihardja M.Biomed,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300143,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/19883/2023, 07 November 2023 s.d 07 November 2028,2023,NOVEMBER,,,,,,,,,,,,,,,,,,,
144,31-03-2022,1237347,Aktif,KLINIK KIMIA FARMA MAJAPAHIT,"JLN. MEDOHO RAYA 1 NO. 18, KOTA SEMARANG",Siwalan,Gayamsari,Gayamsari,445.5/53/DPM-PTSP/IPMDS.53/XI/2020,"Wednesday, March 11, 2020","Tuesday, March 11, 2025",dr. Basuki Widodo,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300144,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/16337/2023,24 November 2023 s.d 24 November 2028 ,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
145,08-04-2022,1236405,Aktif,KLINIK DELIMA SEHAT,"JL. FATMAWATI NO.21A, GEMAH, PEDURUNGAN, KOTA SEMARANG",Gemah,Pedurungan,Tlogosari Kulon,445.5/32/DPM-PTSP/IPMDS.32/VII/2020,14/07/2020,14/07/2025,dr. Dodi Witjaksono,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300145,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/9866/2023,17 Agustus 2023 s.d 17 Agustus 2028 ,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
146,08-04-2022,1236372,Aktif,KLINIK INDOSEHAT PRIMA,JL KOL RW SUGIARTO,Nongkosawit,Gunungpati,Gunungpati,445.5/2/DPM-PTSP/IPMDS.2/I/2021,"Thursday, April 1, 2021","Wednesday, April 1, 2026","dr.Bimantoro Roswiharso, AAK",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300146,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",UTAMA,YM.02.01/D/11816/2023, 12 Oktober 2023 s.d 12 Oktober 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
147,11-04-2022,1237480,Aktif,KLINIK GIGI PRATAMA TITO DENTAL CARE,JALAN MAJAPAHIT 238,Kalicari,Pedurungan,Tlogosari Kulon,445.5/29/DPM-PTSP/IPMDS.29/VII/2021,"Friday, May 7, 2021","Thursday, May 7, 2026",drg.Tito Randa,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,11-04-2022,1237050,Aktif,KLINIK PRATAMA SATBRIMOBDA JATENG,JL. JEND. POL. ANTON SUDJARWO NO. 218. KOTA SEMARANG,Srondol Wetan,Banyumanik,Srondol,445.5/3/DPM-PTSP/IPMDS.3/XII/2022,"Thursday, May 12, 2022","Wednesday, May 12, 2027",dr.Endra Nastiti Donasari,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,POLRI,Ya,YA,33740300148,Lembaga Penyelenggara Akreditasi Pelayanan Kesehatan Paripurna (LPAPKP),PARIPURNA,YM.02.01/D/9789/2023,29 Agustus 2023 s.d 29 Agustus 2028,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
149,11-04-2022,1237933,Aktif,KLINIK PRATAMA LESTARI CARE MEDIKA,"JL. ALAM SARI RAYA NO. 17, SENDANGMULYO, TEMBALANG, KOTA SEMARANG",Sendangmulyo,Tembalang,Kedungmundu,1.265E+16,27/12/2021,27/12/2026,dr. Reni Yunianti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,11-04-2022,1236795,Aktif,KLINIK MARDI MULYA II,JL WALISONGO 9 RT 3 RW 1 KEL JRAKAH KEC TUGU 50184,Karanganyar,Tugu,Karanganyar,445.5/29/DPM-PTSP/IPMDS.29/VII/2019,31/10/2019,31/10/2024,dr. Soeyono Sunyoto,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300150,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA, YM.02.01/D/141/2023,19 Desember 2023 s.d 19 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
151,11-04-2022,1236794,Aktif,KLINIK MARDI MULYA III,JL JEND. SUDIRMAN 67 RT 01 RW 01 KEL. KROBOKAN KEC. SEMARANG BARAT 50149,Krobokan,Semarang Barat,Krobokan,445.5/21/DPM-PTSP/IPMDS.21/V/2020,22/05/2020,22/05/2025,dr. Siti Amanah,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,11-04-2022,1237269,Aktif,KLINIK NUR AINI,"JL. MAWAR 1 NO 11, PERUM GRAHA GOLF, SENDANGMULYO, KEC. TEMBALANG, KOTA SEMARANG",Sendangmulyo,Tembalang,Kedungmundu,445.5/39/DPM-PTSP/IPMDS.39/IX/2019,"Monday, December 9, 2019","Monday, December 9, 2024",dr.Wardani,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300152,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),UTAMA, YM.02.01/D/15684/2023,26 Oktober 2023 s.d 26 Oktober 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
153,22-04-2021,1237382,Aktif,KLINIK PRATAMA YONARHANUD 15/DBY,JL. KESATRIAN JATINGALEH RT 02 RW 10,Jatingaleh,Candisari,Candilama,445.5/45/DPMPTSP/IPMDS.45/X/2020,13/10/2020,13/10/2025,dr. Liana Puspasari,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,KESDAM TNI,Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,12-04-2022,1236792,Aktif,KLINIK MARDI MULYA V,"JL PROF SOEHARSO RT 05 RW 20 SEMARANG KEL SENDANGMULYO, KEC TEMBALANG",Kemijen,Semarang Timur,Kedungmundu,445.5/38/DPM-PTSP/IPMDS.38/VIII/2020,26/08/2020,26/08/2025,dr. Karina Karmanzia,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,33740300154,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/5286/2024,09 Januari 2024 s.d 09 Januari 2029 ,2024,JANUARI,Mandiri,,,,,,,,,,,,,,,,,,
155,12-04-2022,1236791,Aktif,KLINIK MARDI MULYA 7,JL JATIMULYO NO 1 PEDALANGAN KEC BANYUMANIK SEMARANG 50239,Pedalangan,Banyumanik,Padangsari,8.12011E+16,29/03/2023,29/03/2028,dr.Ratna Eka Yumawati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,12-04-2022,1236793,Aktif,KLINIK MARDI MULYA VI,JL ABDULRAHMAN SALEH 150 RT 01 RW 04 KEL. KALIBANTENG KIDUL KEC. SEMARANG BARAT 50183,Purwoyoso,Ngaliyan,Purwoyoso,445.5/7/DPM-PTSP/IPMDS.7/II/2021,23/02/2021,23/02/2026,dr.Nurhayati Wulandari,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300156,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/18762/2023, 01 Desember 2023 s.d 01 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
157,19-04-2022,1238535,Aktif,KLINIK PHC TANJUNG EMAS,USMAN JANATIN NO.8 SEMARANG,Tanjung Mas,Semarang Utara,Bandarharjo,9.1201E+16,18/11/2021,18/11/2026,"dr.Diah Kari Artati,MKes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,PT PELINDO HUSADA CITRA,Ya,YA,33740300157,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),UTAMA,YM.02.01/D/15706/2023,06 November 2023 s.d 06 November 2028 ,2023,NOVEMBER,Mandiri,TIDAK BISA LOGIN,TIDAK BISA LOGIN,TIDAK BISA LOGIN,TIDAK BISA LOGIN,,,,,,,,,,,,,,
158,20-04-2022,1236677,Aktif,ESTI HUSADA,"JL. KH. ZAENUDIN RAYANO. 25,KARANGROTO,GENUK,SEMARANG",Karangroto,Genuk,Bangetayu,1.212E+16,"Monday, August 8, 2022","Sunday, August 8, 2027",dr.Julius Tjandra,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300158,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/16336/2023, 17 November 2023 s.d 17 November 2028 ,2023,NOVEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
159,03-06-2022,1237741,Aktif,KLINIK GIGI NADIRA TLOGOSARI,"JL. TLOGOSARI RAYA I NO 42 B, SEMARANG",Tlogosari Kulon,Pedurungan,Tlogosari Kulon,445.5/11/DPM-PTSP/IKSS.11/X/2019,22/10/2019,22/10/2024,"Drg.Prima Agusmawati, SpKGA",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,16-06-2022,1236678,Aktif,KLINIK UTAMA NAMIRA,JL. REJOSARI 3/1 NGIJO,Ngijo,Gunungpati,Sekaran,445.5/7/DPM-PTSP/IKSS.7/VIII/2020,24/08/2020,24/08/2025,"dr. Rahmad Rizal Budi Wicaksono, SpOG",nan,Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300160,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/35462/2024,07 Februari 2024 s.d 07 Februari 2029 ,,,,,,,,,,,,,,,,,,,,,
161,21-06-2022,1237305,Aktif,KLINIK PRATAMA UNNES,"GEDUNG KEWIRAUSAHAAN UNNES JL TAMAN SISWA, SEKARAN, GUNUNGPATI, KOTA SEMARANG",Sekaran,Gunungpati,Gunungpati,2.0601E+15,29/12/2022,29/12/2027,"DR.dr.Intan Zainafree, MHKes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,UNIVERSITAS NEGERI SEMARANG,Ya,YA,33740300161,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/16626/2023,01 Desember 2023 s.d 01 Desember 2028 ,2023,NOVEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
162,29-06-2022,1237295,Aktif,KLINIK PRATAMA BINA MEDIKA,JL GAHARU RAYA NO.19 RT.01 RW.11 SRONDOL WETAN BANYUMANIK SEMARANG,Srondol Wetan,Banyumanik,Srondol,2.20102E+16,13/06/2022,13/06/2027,"dr.F Enggar Sri Legani,MKes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300162,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/10152/2023,01 September 2023 s.d 01 September 2028 ,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
163,30-06-2022,1237096,Aktif,KLINIKI PRATAMA HELIX,"JL.JATI RAYA D/24 RT.006 RW.06 KEL. SRONDOL WETAN KEC.BANYUMANIK, SEMARANG",Srondol Wetan,Banyumanik,Srondol,2.4801E+15,13/06/2022,13/06/2027,dr. Rian Gerry Ardi,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,04-07-2022,1236789,Aktif,KLINIK PRATAMA NARENDRA MEDIKA,PEDURUNGAN KIDUL V NO.17 RT 4 RW 1,Gemah,Pedurungan,Tlogosari Kulon,2.40821E+16,14/04/2022,14/04/2027,dr.Rifky Habib Amperawan,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300164,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/13838/2023,17 Oktober 2023 s.d 17 Oktober 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
165,25-07-2022,1237049,Aktif,MIRACLE AESTHETIC CLINIC SETIABUDI SEMARANG,"JL. SETIABUDI NO 109A, SRONDOL KULON, BANYUMANIK, SEMARANG",Srondol Kulon,Banyumanik,Srondol,1.281E+16,21/07/2022,21/07/2027,dr. Aditya Retno Mayangsari,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,25-07-2022,1236811,Aktif,POLI KLINIK WIRA PRATAMA AKPOL,JL. PAPANDAYAN RAYA NO.36 KECAMATAN GAJAHMUNGKUR KELURAHAN GAJAHMUNGKUR KOTA SEMARANG,Gajahmungkur,Gajahmungkur,Pegandan,445.5/14/DPM-PTSP/IPMDS.14/IV/2021,"Sunday, July 4, 2021","Saturday, July 4, 2026",dr. Andromedae Kartika Prasetyaningtyas,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,POLRI,Ya,YA,33740300166,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/10569/2023,16 September 2023 s.d 16 September 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
167,27-07-2022,1236790,Aktif,KLINIK PRATAMA KALLUNA FAMILY HEALTH CENTER,"JALAN CITANDUI SELATAN NO 22, BUGANGAN, SEMARANG TIMUR, SEMARANG",Bugangan,Semarang Timur,Bugangan,6.0122E+15,"Tuesday, June 7, 2022","Monday, June 7, 2027",dr. Novalia Larissa Fandhira,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300167,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/20125/2023, 14 Desember 2023 s.d 14 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
