No,EMAIL,TELEPON,KODE KLINIK,NAMA KLINIK,JENIS KLINIK,JENIS PELAYANAN,TANGGAL REGISTRASI,ALAMAT,CAMAT,KAB/KOTA,PROPINSI,PEMILIK,NAMA PEMILIK,PENYELENGGARA,PELAKU USAHA,KERJASAMA BPJS,BERJEJARING PUSKESMAS,PROGRAM PRIORITAS,NAMA PUSKESMAS,KODE BPJS,AKREDITASI
194,klinikpratama@usm.ac.id,085786334299_,33740300194,Klinik Pratama USM Jaya,Pratama,Non Rawat Inap,12/8/2022,"Jl. Soekarno Hatta Kel. Tlogosari. Kec. Pedurungan, Kota Semarang",SEMARANG TIMUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Yayasan Alumni Universitas Diponegoro,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,,TELOGOSARI KULON,,Belum
195,naimahhassan20@gmail.com,08991623100__,33740300195,Klinik Pratama Putra Nusa Medika,Pratama,Non Rawat Inap,1/2/2023,Jl. Petek No 47 Dadapsari Semarang Utara Jawa Tengah 50173,SEMARANG UTARA,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Naimah Hassan,Masyarakat/Swasta,Perorangan,Tidak,Ya,TB,BANDARHARJO,,Belum
196,bp4smg@yahoo.com,085647303393_,33740300196,Balai Kesehatan Masyarakat Wilayah Semarang,Utama,Non Rawat Inap,1/27/2023,Jalan KH Ahmad Dahlan no.39 Semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Pemerintah Daerah,Balai Kesehatan Masyarakat Wilayah Semarang,Kementerian/Lembaga,Perorangan,Ya,Ya,"TB,Hipertensi,Diabetes Melitus,Lainnya",MIROTO,1101b008,Belum
197,bkimjtg@gmail.com,(024) 8413482,33740300197,Balai Kesehatan Indera Masyarakat Provinsi Jawa Tengah,Utama,Non Rawat Inap,2/3/2023,"Jl. Kh Ahmad Dahlan No.39, Karangkidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50241",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Pemerintah Daerah,BALAI KESEHATAN INDERA MASYARAKAT,Kementerian/Lembaga,Perorangan,Ya,Ya,Lainnya,PANDANARAN,3374035,Belum
198,semarang@pramita.co.id,243584089,33740300198,KLINIK UTAMA PRAMITA,Utama,Non Rawat Inap,3/1/2023,JL D.I. PANJAITAN NO 7-7A,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT PRAMITA,Kementerian/Lembaga,Perorangan,Tidak,Ya,,MIROTO,,Belum
199,hasnagroup22@gmail.com,08122547875__,33740300199,Klinik Pratama Hasna,Pratama,Non Rawat Inap,1/2/2023,JALAN PUSPONJOLO SELATAN NOMOR 17 SEMARANG,SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"dr, Achmad Zulfa Juniarto",Kementerian/Lembaga,Perorangan,Tidak,Ya,,KARANG AYU,,Belum
200,pkbijateng@pkbi.or.id,6.28157E+11,33740300200,Klinik Pratama Warga Utama,Pratama,Non Rawat Inap,1/20/2021,Jl Jembawan Raya no. 8 Kalibanteng Kulon Semarang Barat Semarang,SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PKBI Daerah Jawa Tengah,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,Lainnya,LEBDOSARI,,Belum
201,larissa.lac023@gmail.com,8112834942,33740300201,Klinik Estetika Larissa,Pratama,Non Rawat Inap,3/12/2023,"JL. DI Panjaitan No 94, Jagalan",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Tomy Tan,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,MIROTO,,Belum
202,yehovashalom1@gmail.com,024 - 8318862,33740300202,Klinik YEHOVA SHALOM,Pratama,Non Rawat Inap,3/15/2023,JL Karimata no 40 Semarang,SEMARANG TIMUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,YAYASAN KARUNIA CIPTA ABADI,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,,HALMAHERA,,Belum
203,iswara.chandra248@gmail.com,08122621146__,33740300203,Klinik BPK RI Perwakilan Provinsi Jawa Tengah,Pratama,Non Rawat Inap,3/27/2023,Jl. Perintis Kemerdekaan No. 175,BANYUMANIK,Kota Semarang,Jawa Tengah,Kementerian/Lembaga,BPK RI Perwakilan Provinsi Jawa Tengah,Kementerian/Lembaga,Perorangan,Tidak,Ya,TB,PUNDAKPAYUNG,,Belum
204,klinikpratamatyara87@gmail.com,85640009197,33740300204,Klinik Pratama Tyara,Pratama,Non Rawat Inap,3/21/2023,JL. ROWOSARI II NO.4 RT 07 RW 01 WONOSARI NGALIYAN SEMARANG,NGALIYAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV TYARA,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,,TAMBAK AJI,,Belum
205,bklanalsmrg@gmail.com,2476632247,33740300205,bk lanal semarang,Pratama,Non Rawat Inap,12/13/2022,jl sri rejeki utara no 1 rt 3 rw 5,SEMARANG BARAT,Kota Semarang,Jawa Tengah,TNI,KLINIK PRATAMA PANGKALAN TNI AL SEMARANG,Kementerian/Lembaga,Badan Hukum Publik,Ya,Ya,,LEBDOSARI,1730803,Sudah
206,armedikaklinik@gmail.com,087838645134_,33740300206,Klinik Armedika,Pratama,Non Rawat Inap,11/9/2022,"Jl. Medoho Raya I no 4, Kalicari, Pedurungan, Semarang",PEDURUNGAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,dr. Arninda Fergian S,Masyarakat/Swasta,Perorangan,Tidak,Ya,,TELOGOSARI KULON,,Belum
207,nadirasukun01@gmail.com,085602694682_,33740300207,Klinik Gigi Nadira Sukun,Pratama,Non Rawat Inap,9/29/2022,"Jl. Sukun Raya Ruko B1, Banyumanik, Semarang",BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT NADIRA RADIFA MANDIRI,Masyarakat/Swasta,Badan Hukum,Tidak,Tidak,,PADANGSARI,,Belum
208,nadira.ngaliyan@gmail.com,081809433524_,33740300208,Klinik Gigi Nadira Ngaliyan,Pratama,Non Rawat Inap,9/29/2022,"Jl. Prof. Dr Hamka 11 Kav 4, Ngaliyan, Semarang",NGALIYAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT NADIRA RADIFA MANDIRI,Masyarakat/Swasta,Badan Hukum,Tidak,Tidak,,PURWOYOSO,,Belum
209,kesehatanlppsemarang@gmail.com,8112755470,33740300209,Klinik Lapas Perempuan Kelas IIA Semarang,Pratama,Non Rawat Inap,3/31/2023,Jl. Mgr. Sugiyopranoto No. 59 Semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Kementerian/Lembaga,Kristiana Hambawani,Kementerian/Lembaga,Badan Hukum Publik,Tidak,Ya,,PONCOL,,Belum
210,kristiesmrg@gmail.com,082137502151_,33740300210,Kristie Aesthetic Clinic,Pratama,Non Rawat Inap,3/12/2022,jl imam bonjol no 141 kel pindrikan lor kec semarang tengah kota semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. Kusuma Sampurna Mulia,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PONCOL,,Belum
211,klinikmedikolegal@gmail.com,8.82002E+11,33740300211,Klinik utama paternitas,Utama,Non Rawat Inap,5/16/2023,Jl.Tirto Agung No. 12 A Tembalang Kec.Banyumanik Kota Semarang,BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Cv Mediko Legal Genentika,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PADANGSARI,,Belum
212,kliniksoegijapranata110@gmail.com,082221287839_,33740300212,Klinik Pratama Soegijapranata,Pratama,Non Rawat Inap,4/12/2023,Jl Dr wahidin 110,CANDISARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Endarwati,Kementerian/Lembaga,Perorangan,Tidak,Ya,,CANDILAMA,,Belum
213,joydental.semarang@gmail.com,81903579191,33740300213,Klinik Gigi Joy Dental Semarang,Utama,Non Rawat Inap,1/25/2023,"Klinik Gigi Joy Dental Semarang, Jalan Setiabudi No.84 F, Sumurboto, Banyumanik, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah (50269)",BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT JOY SEMARANG HARMONIS,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,NGESREP,,Belum
214,semarang.legal@gmail.com,2486578341,33740300214,Klinik Utama Audy Dental Semarang,Utama,Non Rawat Inap,6/9/2023,"Jl. Gajahmada No.99C, RT.007/RW.005, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT NARA ADIDAYA SEMARANG,Kementerian/Lembaga,Perorangan,Tidak,Ya,TB,MIROTO,,Belum
215,klinikbenecia1@gmail.com,89616338062,33740300215,Klinik Utama Benecia,Utama,Non Rawat Inap,1/21/2023,"Semarang Indah Blok CIV No.22, Tawangmas, Semarang Barat, Kota Semarang",SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"dr.Nandra Hermanto,Sp.KFR",Kementerian/Lembaga,Perorangan,Tidak,Tidak,"Hipertensi,Diabetes Melitus",KROBOKAN,,Belum
216,doktermoez@klinikita.co.id,81229213000,33740300216,Klinikita Kalipancur,Pratama,Non Rawat Inap,7/24/2023,Jl. Abdulrahman Saleh kav 783 Semarang,NGALIYAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT Dokte Moez Indonesia,Kementerian/Lembaga,Badan Usaha,Tidak,Ya,,PURWOYOSO,,Belum
217,lviorssemarang@gmail.com,81230653066,33740300217,L'viors Beauty Clinic,Utama,Non Rawat Inap,7/12/2023,"Jalan Indraprasta No 27, Pindrikan Lor, Semarang Tengah.",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. Fineve Jaya Sentosa,Kementerian/Lembaga,Perorangan,Tidak,Ya,,PONCOL,,Belum
218,giodentalcare17@gmail.com,81211558797,33740300218,GiO Dental Care Semarang,Pratama,Non Rawat Inap,8/2/2023,"Jl Setia Budi No 55, Srondol Kulon, Banyumanik, Kota Semarang, Jawa Tengah 50263",BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT SEMANGAT MEKAR JAYA MANDIRI,Kementerian/Lembaga,Perorangan,Tidak,Tidak,Lainnya,SRONDOL,,Belum
219,endangjuwono@gmail.com,817241817,33740300219,Klinik Asri Medika,Pratama,Non Rawat Inap,10/7/2022,"JL. BRIGJEND SUDIARTO 118, KEL. PANDEAN LAMPER, KEC. GAYAMSARI",GAYAMSARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,dr. Endang Asriani Juwono,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,,,Belum
220,klinikvallery@gmail.com,085226279664_,33740300220,Klinik Pratama The Vallery Aesthetic Clinic,Pratama,Non Rawat Inap,8/10/2023,JL.KELUD RAYA NO.45 KELURAHAN PETOMPON KECAMATAN GAJAHMUNGKUR KOTA SEMARANG,GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV.BERKAT CANTIK SEJAHTERA,Kementerian/Lembaga,Perorangan,Tidak,Ya,Hipertensi,PEGANDAN,,Belum
221,klinikpuriwaras@stikestelogorejo.ac.id,85186888844,33740300221,Klinik Utama Puri Waras,Utama,Non Rawat Inap,6/14/2023,"Jalan Puri Anjasmoro/ Jalan Arteri Yos Sudarso Tawang Mas, Semarang Barat, Kota Semarang Jawa Tengah, 50144",SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. TELOGOREJO MEDIKA FARMA,Masyarakat/Swasta,Badan Hukum,Tidak,Ya,"TB,Hipertensi,Diabetes Melitus,Lainnya",KROBOKAN,,Belum
222,klinikrowosariasri01@gmail.com,82328154898,33740300222,Klinik Pratama Rowosari Asri,Pratama,Non Rawat Inap,7/26/2023,"Jl. Al Barokah Perumahan Pondok Rowosari Asri Ruko blok B 3 & 4 kel. Rowosari, Kec. Tembalang, Kota Semarang, Jawa tengah",TEMBALANG,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV. FADHIIL CHANIAGO,Masyarakat/Swasta,Perorangan,Tidak,Ya,,ROWOSARI,,Sudah
223,larissa.lac004@gmail.com,08122571862__,33740300223,Larissa Aesthetic Center,Pratama,Non Rawat Inap,9/11/2023,"JL. S.Parman no.6 , Kel. Bendungan",GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV Karunia Abadi,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,PEGANDAN,,Belum
224,elabs.smg@telkomedika.co.id,082138934942_,33740300224,Klinik Utama Telkomedika Health Center,Utama,Non Rawat Inap,9/13/2023,"Jl.Sriwijaya No.3, Kel.Tegalsari, Kec.Candisari, Kota Semarang, Jawa Tengah 50614",CANDISARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT SARANA USAHA SEJAHTERA INSANPALAPA,Masyarakat/Swasta,Badan Hukum,Tidak,Tidak,,KAGOK,,Belum
225,imcaring@imdentalspecialist.com,816667108____,33740300225,Im Dental Clinic Specialist,Utama,Non Rawat Inap,9/14/2023,"Jl. Indraprasta 116, Kel. Pendrikan Kidul, Kec. Semarang Tengah, Semarang",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Yudisyono Handokoputro,Masyarakat/Swasta,Perorangan,Tidak,Tidak,,PONCOL,,Belum
226,dentalklinik116@gmail.com,85100919191,33740300226,I`M Dental Specialist Clinic,Utama,Non Rawat Inap,11/26/2021,"Jl. Kawi Raya 41, Semarang",CANDISARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT Indo Megah Sehat,Masyarakat/Swasta,Badan Hukum,Tidak,Tidak,,KAGOK,,Belum
227,citragrandlexa@gmail.com,81390050153,33740300227,LEXA SKIN CLINIC CITRA GRAND,Utama,Non Rawat Inap,9/19/2023,"Ruko Citra Grand Bolk E5 - E6 , Jl Kompol R Soekanto , Sambiroto, Tembalang, Semarang",TEMBALANG,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. GRACINDO MEDIKA,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,KEDUNG MUNDU,,Sudah
228,skinsessentialclinic@gmail.com,81805929411,33740300228,Skin`s Essential Clinic,Utama,Non Rawat Inap,8/4/2022,Jalan MH.Thamrin no.53-55 Semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Nyauw Gunarto,Kementerian/Lembaga,Perorangan,Tidak,Ya,,MIROTO,,Belum
229,KLINIKYUDAMEDIKA01@GMAIL.COM,081327135683_,33740300229,KLINIK YUDA MEDIKA,Pratama,Non Rawat Inap,3/18/2023,JL.RATAN CILIK RT.01 RW.01 KELURAHAN BANJARDOWO,GENUK,Kota Semarang,Jawa Tengah,Kementerian/Lembaga,PT Klinik Yuda Medika,Masyarakat/Swasta,Badan Hukum,Tidak,Ya,,GENUK,,Belum
230,puricempaka2021@gmail.com,87736352317__,33740300230,klinik utama puri cempaka,Pratama,Non Rawat Inap,12/2/2022,jalan lamper sari no 41,SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Kementerian/Lembaga,Dana Restuati P,Masyarakat/Swasta,Perorangan,Tidak,Ya,,LAMPER TENGAH,,Belum
231,klinikpratamamitra24@gmail.com,082313731014_,33740300231,KLINIK PRATAMA MITRA 24,Pratama,Non Rawat Inap,10/3/2023,"JL. BANJARSARI RAYA NO.40A RT 003 RW 002, KELURAHAN TEMBALANG, KECAMATAN TEMBALANG, KOTA SEMARANG, PROVINSI JAWA TENGAH KODE POS 50275",TEMBALANG,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT MAJU MAPAN MULIA,Kementerian/Lembaga,Perorangan,Tidak,Ya,TB,ROWOSARI,,Belum
232,Klinikutamapmikotasmg@gmail.com,087738908808_,33740300232,KLINIK UTAMA PMI KOTA SEMARANG,Utama,Non Rawat Inap,10/5/2023,Jalan Mgr. Sugiyopranoto No 35,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PMI KOTA SEMARANG,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PONCOL,,Belum
233,junartodentalcare@gmail.com,082211919161_,33740300233,Klinik Utama Junarto,Utama,Non Rawat Inap,9/27/2023,JL. MT. HARYONO NO 718 SEMARANG,SEMARANG TIMUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,drg Agus Junarto Santoso,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,HALMAHERA,,Belum
234,kle.dentalclinic@gmail.com,0818848408___,33740300234,KLE Dental Clinic,Utama,Rawat Inap,11/28/2022,"Jalan Singosari Raya No.19 RT 01/ RW 06 Kelurahan Pleburan , Kecamatan Semarang Selatan Kota Semarang , Jawa Tengah",SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,andreas edwin,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,LAMPER TENGAH,,Belum
235,eliamedica10@gmail.com,0811270715___,33740300235,ELIA SKINCARE KLINIK,Utama,Non Rawat Inap,10/21/2022,"Jl. Brotojoyo No.2c, RW.15, Plombokan, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50171",SEMARANG UTARA,Kota Semarang,Jawa Tengah,Kementerian/Lembaga,"dr. Sri Eliani, Sp.D.V, FINSDV,FAADV",Masyarakat/Swasta,Perorangan,Tidak,Tidak,,BULU LOR,,Belum
236,eliamedica00@gmail.com,811270715,33740300236,Elia Skin Care Clinic,Utama,Non Rawat Inap,10/14/2022,Jl. Singosari Raya No.16,SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV. ELIA MEDICA,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,PANDANARAN,,Belum
237,cladermasemarang10@gmail.com,082234909000_,33740300237,KLINIK UTAMA CLADERMA AESTHETIC CENTER,Utama,Non Rawat Inap,10/11/2023,JL. DIPONEGORO NO.10 RT 05 RW 01 KEL. TEGALSARI KEC. CANDISARI KOTA SEMARANG PROVINSI JAWA TENGAH,CANDISARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"dr. Clarissa Valencia Sudjadi, Sp.D.V",Masyarakat/Swasta,Perorangan,Tidak,Ya,,KAGOK,,Belum
238,drainisoeyono@gmail.com,082240498043_,33740300238,Klinik Bayi Jenius,Utama,Rawat Inap,5/8/2023,JL KELUD RAYA NO 40,GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Aini Soeyono,Kementerian/Lembaga,Perorangan,Tidak,Ya,,PEGANDAN,,Belum
239,agapeestheticdentalclinic@gmail.com,081931919820_,33740300239,KLINIK UTAMA AGAPE ESTHETIC DENTAL CLINIC,Utama,Non Rawat Inap,10/21/2023,Jl. Indraprasta no 99F,SEMARANG UTARA,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"drg. Silvia Leony, Sp.KG",Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PONCOL,,Belum
240,ivan_hsd@yahoo.com,0811274456___,33740300240,Klinik Pratama Pelita Husada,Pratama,Non Rawat Inap,12/5/2022,Puri Anjasmoro Blok. F1 / 15 B,SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"dr. Ivan Hoesada,M,Biomed",Masyarakat/Swasta,Perorangan,Tidak,Ya,,KROBOKAN,,Belum
241,klinikmerahputih19@gmail.com,08122844520__,33740300241,Klinik Pratama Merah Putih,Pratama,Non Rawat Inap,9/20/2023,Jl. Sri Rejeki 1 no.19 RT004/RW002 Kalibanteng Kidul Semarang Barat,SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Dr dr Chididjah.MKes.PA,Masyarakat/Swasta,Perorangan,Tidak,Ya,,LEBDOSARI,,Belum
242,smgklinikutama@gmail.com,081390967976_,33740300242,Klinik Utama Prodia Semarang,Utama,Non Rawat Inap,11/6/2023,Jalan M.T. Haryono No. 902 Semarang,SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT PRODIA WIDYAHUSADA TBK,Kementerian/Lembaga,Badan Usaha,Tidak,Ya,,LAMPER TENGAH,,Belum
243,samsoehidajat88@gmail.com,81217335646,33740300243,KLINIK PRATAMA SAMSOE HIDAJAT,Pratama,Non Rawat Inap,6/17/2023,"JL.RANDUGARUT, KM.14, WONOSARI, NGALIYAN, SEMARANG",NGALIYAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. SANGO CERAMICS INDONESIA,Masyarakat/Swasta,Perorangan,Tidak,Ya,,TAMBAK AJI,,Belum
244,klinikbelva2@gmail.com,08128565429__,33740300244,klinik utama belva,Utama,Non Rawat Inap,11/23/2023,Jl Mulawarman Raya nomor 11 D Pedalangan,BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"dr Lely Kusumaningrum, M.BIoMed",Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PADANGSARI,,Belum
245,kontak.fdcsemarang@fdcdentalclinic.co.id,081119224527_,33740300245,FDC DENTAL CLINIC,Pratama,Non Rawat Inap,9/27/2023,"Jl. Setiabudi No. 119 Unit No. 2, RT/RW: 03/04, Kel. Srondol Kulon, Kec. Banyumanik, Kota Semarang jawa Tengah",BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT Rejeki Berkah Berlimpah Ruah,Masyarakat/Swasta,Badan Hukum,Tidak,Tidak,,SRONDOL,,Belum
246,semarang@derma-express.com,81288672869,33740300246,Klinik Derma Express Semarang,Pratama,Non Rawat Inap,10/1/2021,"Jl. Kartini No. 54, RT/RW. 04/02, Kel. Rejosari",SEMARANG TIMUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT SAMUDRA ESTETIKA PERKASA (YETY TJANDRA),Kementerian/Lembaga,Badan Usaha,Tidak,Ya,,HALMAHERA,,Belum
247,immoderma1@gmail.com,82137080540,33740300247,Immoderma Aesthetic And Wallness Clinic,Pratama,Non Rawat Inap,1/21/2021,Jl Jangli Krajan No 202 B CANDISARI SEMARANG,CANDISARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV Estetik Derma Group,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,,,Belum
248,skincaregabriel@gmail.com,081326500959_,33740300248,Klinik Gabriel,Pratama,Non Rawat Inap,12/14/2023,Jl. Tentara Pelajar No. 80 Semarang,SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Klinik Gabriel,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,LAMPER TENGAH,,Belum
249,semarangrejosari@natashaskin.co.id,081215924997_,33740300249,NATASHA SKIN CLINIC CENTER,Pratama,Non Rawat Inap,4/19/2022,Jl. Rejosari VII No.5,SEMARANG TIMUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,dr. Dodi Budiarso,Masyarakat/Swasta,Perorangan,Tidak,Tidak,,HALMAHERA,,Belum
250,klinikutamaibl@gmail.com,"024 8451645, 84",33740300250,Klinik Utama IBL,Utama,Non Rawat Inap,12/20/2023,"Jl. Tentara Pelajar No. 16 Kelurahan Lamper Kidul, Kec. Semarang Selatan, Kota Semarang",SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"Haryadi, SKM (PT IBL Prioritas Diagnostika)",Kementerian/Lembaga,Perorangan,Tidak,Ya,TB,LAMPER TENGAH,,Belum
251,esc.kelud@gmail.com,082135720818_,33740300251,Klinik Pratama Rawat Jalan Ella Skin Care,Pratama,Non Rawat Inap,12/28/2023,"Jl. Kelud Raya No.54, Petompon, Kec. Gajahmungkur, Kota Semarang",GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. Ella Karunia Estetika,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PEGANDAN,,Belum
252,ngsmg01@gmail.com,081393313193_,33740300252,naavagreen skin care,Pratama,Non Rawat Inap,3/13/2023,JL KALIGARANG NO 07 BARUSARI SEMARANG SELATAN,SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. NAAVAGREEN INDONESIA,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PANDANARAN,,Belum
253,ngsmg02@gmail.com,81227121018,33740300253,Naavagreen Banyumanik,Pratama,Non Rawat Inap,3/15/2023,JL. TIRTO AGUNG 17 BC KELURAHAN PEDALANGAN KECAMATAN BANYUMANIK SEMARANG,BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. Pesona Natasha Gemilang,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PADANGSARI,,Belum
254,semarangparagon@natashaskin.co.id,85273787755,33740300254,Natasha Skin Clinic Center Paragon Mall,Pratama,Non Rawat Inap,4/19/2022,Paragon Mall Lantai 3 Unit 19 B Jl. Pemuda No. 118 Sekayu,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT PESONA NATASHA GEMILANG,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,PONCOL,,Belum
255,semarangdieng@natashaskin.co.id,8112979728,33740300255,NATASHA SKIN CLINIC CENTER,Pratama,Non Rawat Inap,12/29/2023,Jl. Dieng No.11a kecamatan Gajahmungkur kelurahan Gajahmungkur kota semarang,GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. PESONA NATASHA GEMILANG,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PEGANDAN,,Belum
256,2000tigaclinic3@gmail.com,82249526161,33740300256,klinik gigi 2000 tiga,Utama,Non Rawat Inap,12/29/2023,"Jl. Ngesrep Timur V No.12, Kel.Sumurboto, Kec.Banyumanik, Kota Semarang, Jawa Tengah 50275, Indonesia",BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"DRG.PUJI HARTONO,SP.OTT",Kementerian/Lembaga,Perorangan,Tidak,Ya,TB,NGESREP,,Belum
257,klinikrm86@gmail.com,081802496950_,33740300257,Klinik Pratama Rumah Mujizat,Pratama,Non Rawat Inap,1/6/2024,Jl. Gajah Mada no. 86 Semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Yayasan Cahaya Lentera Kasih,Kementerian/Lembaga,Perorangan,Tidak,Ya,,PONCOL,,Belum
258,plasthetic.semarang@gmail.com,08122559995__,33740300258,PLASTHETIC CLINIC CABANG SEMARANG,Utama,Non Rawat Inap,12/15/2023,"Jl. Papandayan No.33C, RT.005/RW.005, Gajahmungkur, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232",GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT SENTOSA ARTHA ELOK,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PEGANDAN,,Belum
259,semarang@miracle-clinic.com,81914632076,33740300259,Klinik Utama Miracle Aesthetic Clinic,Pratama,Non Rawat Inap,11/24/2021,"Jl. Veteran No. 29 A, Kecamatan Gajahmungkur, Kelurahan Lempongsari, Kota Semarang",GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT SAFA AURA ANISA,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,PEGANDAN,,Belum
